time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-04-14T14:37:11.250Z,33.638,-116.7598333,11.774,2.8,ml,94,23,0.04434,0.16,ci,ci37211696,2022-07-26T13:11:41.022Z,"12km SSW of Idyllwild, CA",earthquake,0.14,0.27,0.172,183,reviewed,ci,ci
2014-04-07T18:56:07.740Z,33.2756667,-116.8323333,7.185,2.54,ml,76,25,0.08177,0.21,ci,ci15486833,2022-07-26T12:27:38.055Z,"8km WNW of Lake Henshaw, CA",earthquake,0.18,0.56,0.158,151,reviewed,ci,ci
2014-02-13T06:31:05.200Z,33.2038333,-116.643,14.095,2.83,ml,108,15,0.09977,0.22,ci,ci15466513,2022-07-26T07:10:32.052Z,"9km S of Warner Springs, CA",earthquake,0.18,0.65,0.157,170,reviewed,ci,ci
2014-01-27T12:43:01.170Z,33.6543333,-116.73,14.915,2.5,ml,17,167,0.04907,0.07,ci,ci11418130,2022-07-26T06:06:32.258Z,"10km S of Idyllwild, CA",earthquake,0.43,0.52,0.362,65,reviewed,ci,ci
2014-01-27T12:42:38.020Z,33.6446667,-116.7385,15.085,3.19,ml,99,18,0.05515,0.16,ci,ci11418122,2022-08-06T21:22:30.389Z,"11km S of Idyllwild, CA",earthquake,0.14,0.26,0.144,225,reviewed,ci,ci
2014-01-10T03:39:51.610Z,33.7005,-116.7325,18.551,2.64,ml,81,18,0.01862,0.15,ci,ci11412418,2022-07-26T05:01:16.660Z,"5km SSW of Idyllwild, CA",earthquake,0.17,0.24,0.205,103,reviewed,ci,ci
2014-01-05T23:11:39.060Z,33.5023333,-116.4718333,8.014,2.54,ml,73,21,0.0439,0.15,ci,ci11410562,2022-07-26T04:41:35.867Z,"20km ESE of Anza, CA",earthquake,0.16,0.29,0.171,94,reviewed,ci,ci
2013-12-31T09:21:08.640Z,33.5015,-116.4773333,7.984,3.08,ml,97,23,0.04835,0.19,ci,ci11407970,2022-08-06T20:52:58.639Z,"19km ESE of Anza, CA",earthquake,0.15,0.28,0.174,213,reviewed,ci,ci
2013-12-30T23:44:21.440Z,33.7001667,-116.7325,18.208,3.63,ml,103,16,0.01881,0.17,ci,ci11407682,2022-08-06T20:50:25.672Z,"5km SSW of Idyllwild, CA",earthquake,0.18,0.25,0.135,240,reviewed,ci,ci
2013-12-30T18:32:35.080Z,33.3883333,-116.3325,9.98,3.3,ml,94,18,0.06794,0.14,ci,ci11407610,2022-08-06T20:49:22.498Z,"15km NNE of Borrego Springs, CA",earthquake,0.19,0.64,0.16,223,reviewed,ci,ci
2013-10-19T05:31:19.240Z,33.3101667,-116.3946667,8.306,2.51,ml,71,21,0.0459,0.16,ci,ci11380538,2016-03-11T12:56:17.975Z,"6km NNW of Borrego Springs, CA",earthquake,0.17,0.43,0.18,88,reviewed,ci,ci
2013-10-16T13:43:42.040Z,33.6786667,-116.7151667,15.697,2.91,ml,94,21,0.03243,0.17,ci,ci11379194,2022-07-25T23:50:16.106Z,"7km S of Idyllwild, CA",earthquake,0.15,0.3,0.144,196,reviewed,ci,ci
2013-10-05T20:35:25.760Z,33.6236667,-116.7488333,16.922,2.5,ml,77,24,0.05891,0.16,ci,ci11373346,2016-03-11T16:37:35.664Z,"10km NW of Anza, CA",earthquake,0.17,0.31,0.174,81,reviewed,ci,ci
2013-09-22T13:10:10.500Z,33.4608333,-116.6035,12.223,3.43,ml,131,21,0.03379,0.19,ci,ci11368274,2022-08-06T17:52:49.475Z,"12km SSE of Anza, CA",earthquake,0.13,0.23,0.149,239,reviewed,ci,ci
2013-09-20T06:10:43.370Z,33.3406667,-116.3905,12.836,3.8,ml,108,20,0.02399,0.17,ci,ci11366994,2022-08-06T17:49:49.786Z,"10km N of Borrego Springs, CA",earthquake,0.15,0.39,0.163,257,reviewed,ci,ci
2013-09-14T23:07:13.750Z,33.5018333,-116.4525,5.945,2.57,ml,92,25,0.08592,0.15,ci,ci11364642,2016-03-12T04:00:07.735Z,"21km ESE of Anza, CA",earthquake,0.15,0.51,0.17,144,reviewed,ci,ci
2013-09-04T04:04:54.020Z,33.2921667,-116.4223333,13.378,3.22,ml,109,21,0.02429,0.21,ci,ci11359338,2022-06-22T05:07:36.596Z,"6km NW of Borrego Springs, CA",earthquake,0.16,0.29,0.131,184,reviewed,ci,ci
2013-08-08T18:32:48.510Z,33.514,-116.4496667,9.678,2.65,ml,73,29,0.02211,0.14,ci,ci11346906,2022-07-25T20:03:19.076Z,"21km SW of La Quinta, CA",earthquake,0.16,0.43,0.176,82,reviewed,ci,ci
2013-07-18T04:19:42.140Z,33.5075,-116.4741667,8.157,2.61,ml,71,28,0.04349,0.14,ci,ci11336186,2016-03-12T00:11:11.820Z,"19km ESE of Anza, CA",earthquake,0.2,0.3,0.191,166,reviewed,ci,ci
2013-07-17T14:07:52.620Z,33.3158333,-116.3441667,12.503,2.92,ml,68,38,0.07742,0.16,ci,ci11335938,2016-03-11T16:30:46.859Z,"7km NNE of Borrego Springs, CA",earthquake,0.19,0.4,0.172,108,reviewed,ci,ci
2013-07-07T08:19:17.290Z,33.5113333,-116.4806667,8.997,2.65,ml,84,29,0.04747,0.16,ci,ci11331378,2016-03-11T03:49:26.721Z,"18km ESE of Anza, CA",earthquake,0.15,0.33,0.198,170,reviewed,ci,ci
2013-06-28T17:45:48.000Z,33.6245,-116.6956667,14.381,3.41,ml,102,18,0.04789,0.18,ci,ci11327386,2022-08-06T16:35:09.772Z,"8km NNW of Anza, CA",earthquake,0.15,0.31,0.156,257,reviewed,ci,ci
2013-06-28T17:45:25.270Z,33.6433333,-116.6916667,14.645,2.6,ml,13,176,0.07098,0.08,ci,ci11327378,2016-03-11T05:39:39.631Z,"10km N of Anza, CA",earthquake,1.23,0.75,0.21,22,reviewed,ci,ci
2013-06-16T03:56:19.130Z,33.5021667,-116.4761667,8.364,2.91,ml,95,23,0.04718,0.16,ci,ci11319362,2022-07-25T16:34:30.751Z,"19km ESE of Anza, CA",earthquake,0.13,0.22,0.19,195,reviewed,ci,ci
2013-05-16T00:30:33.310Z,33.3726667,-116.8405,5.29,2.87,ml,102,48,0.02655,0.21,ci,ci15343265,2022-07-25T02:17:46.706Z,"3km NE of Palomar Observatory, CA",earthquake,0.14,0.58,0.123,186,reviewed,ci,ci
2013-05-10T22:58:49.860Z,33.5308333,-116.4471667,8.521,2.52,ml,51,42,0.0194,0.14,ci,ci15340873,2016-03-12T05:40:35.604Z,"20km SW of La Quinta, CA",earthquake,0.19,0.3,0.144,117,reviewed,ci,ci
2013-05-01T12:41:08.270Z,33.4383333,-116.8998333,3.423,2.85,ml,104,50,0.09004,0.24,ci,ci15335873,2022-07-25T01:12:02.697Z,"3km W of Aguanga, CA",earthquake,0.16,0.76,0.141,192,reviewed,ci,ci
2013-04-25T18:59:43.990Z,33.6463333,-116.7401667,15.535,3.08,ml,98,23,0.05618,0.17,ci,ci15332633,2022-08-06T15:15:50.725Z,"11km S of Idyllwild, CA",earthquake,0.16,0.32,0.144,217,reviewed,ci,ci
2013-04-13T22:16:50.990Z,33.49,-116.4598333,7.961,2.74,ml,88,23,0.04385,0.16,ci,ci11284506,2016-03-11T07:19:45.298Z,"21km ESE of Anza, CA",earthquake,0.14,0.29,0.155,167,reviewed,ci,ci
2013-03-27T19:48:16.200Z,33.4925,-116.4385,7.607,2.69,ml,93,24,0.03262,0.16,ci,ci11273874,2022-07-24T21:57:19.063Z,"22km SSW of La Quinta, CA",earthquake,0.14,0.3,0.163,153,reviewed,ci,ci
2013-03-27T18:17:43.710Z,33.4945,-116.4351667,7.51,2.57,ml,43,57,0.02989,0.15,ci,ci11273650,2016-08-13T00:14:27.423Z,"22km SSW of La Quinta, CA",earthquake,0.18,0.42,0.111,20,reviewed,ci,ci
2013-03-27T18:16:59.910Z,33.4945,-116.443,7.308,3.68,ml,85,26,0.03224,0.15,ci,ci11273634,2022-08-06T14:34:59.091Z,"22km ESE of Anza, CA",earthquake,0.17,0.34,0.146,259,reviewed,ci,ci
2013-03-27T17:50:29.130Z,33.4953333,-116.4445,6.957,3.41,ml,109,27,0.0321,0.17,ci,ci11273498,2022-08-06T14:34:06.165Z,"22km ESE of Anza, CA",earthquake,0.13,0.29,0.143,212,reviewed,ci,ci
2013-03-20T07:50:17.280Z,33.3448333,-116.355,12.48,2.87,ml,85,28,0.02072,0.15,ci,ci15310209,2022-07-24T21:12:26.753Z,"10km N of Borrego Springs, CA",earthquake,0.16,0.42,0.177,183,reviewed,ci,ci
2013-03-13T04:21:13.690Z,33.5126667,-116.475,10.237,3.42,ml,110,27,0.04255,0.17,ci,ci15302289,2022-08-06T14:18:38.987Z,"19km ESE of Anza, CA",earthquake,0.15,0.29,0.164,256,reviewed,ci,ci
2013-03-11T19:50:07.430Z,33.5053333,-116.466,10.227,2.73,ml,83,22,0.03819,0.17,ci,ci15298305,2022-07-24T20:11:13.763Z,"20km ESE of Anza, CA",earthquake,0.17,0.34,0.157,157,reviewed,ci,ci
2013-03-11T18:25:46.200Z,33.4911667,-116.448,9.507,2.76,ml,91,26,0.03716,0.15,ci,ci15297577,2022-07-24T20:09:16.924Z,"22km ESE of Anza, CA",earthquake,0.15,0.41,0.161,166,reviewed,ci,ci
2013-03-11T16:56:57.750Z,33.508,-116.4475,12.927,3,ml,18,90,0.02382,0.15,ci,ci15296289,2022-08-06T14:15:22.674Z,"22km SW of La Quinta, CA",earthquake,0.46,0.82,0.222,7,reviewed,ci,ci
2013-03-11T16:56:06.060Z,33.5008333,-116.4581667,10.943,4.7,mh,110,16,0.03525,0.22,ci,ci15296281,2022-08-06T14:16:28.267Z,"21km ESE of Anza, CA",earthquake,0.14,0.32,,0,reviewed,ci,ci
2013-03-11T16:36:12.650Z,33.5036667,-116.4628333,10.897,2.58,ml,96,17,0.03674,0.17,ci,ci15296113,2022-08-06T14:14:26.604Z,"20km ESE of Anza, CA",earthquake,0.15,0.32,0.176,129,reviewed,ci,ci
2013-01-31T08:06:33.620Z,33.3913333,-116.8446667,5.72,2.82,ml,92,50,0.04052,0.23,ci,ci15279417,2022-07-24T16:56:15.691Z,"4km NNE of Palomar Observatory, CA",earthquake,0.18,0.82,0.152,70,reviewed,ci,ci
2013-01-06T08:19:37.740Z,33.2423333,-116.3441667,12.889,2.83,ml,98,30,0.06638,0.21,ci,ci15270681,2022-07-24T14:59:48.522Z,"3km ESE of Borrego Springs, CA",earthquake,0.15,0.38,0.138,143,reviewed,ci,ci
2012-12-17T05:17:38.790Z,33.3775,-116.4186667,12.098,2.68,ml,92,19,0.06651,0.2,ci,ci15264897,2022-07-24T13:56:39.553Z,"14km NNW of Borrego Springs, CA",earthquake,0.15,0.36,0.159,136,reviewed,ci,ci
2012-11-25T02:07:24.880Z,33.4618333,-116.4555,11.648,2.92,ml,93,21,0.06626,0.16,ci,ci11208242,2022-07-24T12:53:30.140Z,"23km ESE of Anza, CA",earthquake,0.16,0.32,0.165,155,reviewed,ci,ci
2012-10-30T17:35:53.580Z,33.3791667,-116.8493333,5.27,2.5,ml,83,52,0.02782,0.23,ci,ci15238641,2016-03-11T12:26:49.137Z,"3km NNE of Palomar Observatory, CA",earthquake,0.18,0.61,0.14,119,reviewed,ci,ci
2012-10-30T17:30:14.520Z,33.6341667,-116.7513333,15.031,2.63,ml,14,90,0.04175,0.07,ci,ci15238609,2016-03-12T03:31:41.419Z,"11km NW of Anza, CA",earthquake,0.41,0.6,0.227,14,reviewed,ci,ci
2012-10-28T07:47:03.040Z,33.6918333,-116.8131667,18.01,3.87,ml,128,12,0.0681,0.19,ci,ci15237073,2022-08-06T12:19:09.850Z,"10km SE of Valle Vista, CA",earthquake,0.15,0.22,0.145,208,reviewed,ci,ci
2012-09-18T21:09:39.730Z,33.6938333,-116.7375,18.908,3.02,ml,105,21,0.02602,0.17,ci,ci15217865,2022-08-06T11:51:17.401Z,"5km SSW of Idyllwild, CA",earthquake,0.15,0.27,0.137,162,reviewed,ci,ci
2012-09-03T06:22:17.260Z,33.627,-116.7066667,14.623,2.56,ml,94,20,0.04998,0.16,ci,ci15210065,2022-07-24T07:05:22.090Z,"9km NNW of Anza, CA",earthquake,0.15,0.27,0.156,133,reviewed,ci,ci
2012-07-16T04:09:02.470Z,33.3163333,-116.3955,6.508,2.76,ml,94,24,0.02591,0.18,ci,ci15178993,2022-07-24T03:16:27.496Z,"7km NNW of Borrego Springs, CA",earthquake,0.16,0.41,0.175,141,reviewed,ci,ci
2012-07-04T09:04:43.600Z,33.3781667,-116.301,13.33,3.36,ml,100,25,0.07547,0.17,ci,ci11131698,2022-08-06T10:44:02.459Z,"15km NNE of Borrego Springs, CA",earthquake,0.14,0.31,0.165,194,reviewed,ci,ci
2012-06-30T03:21:23.390Z,33.5001667,-116.4961667,13.714,2.75,ml,86,29,0.06327,0.19,ci,ci11129106,2022-07-24T01:47:24.625Z,"18km ESE of Anza, CA",earthquake,0.16,0.29,0.134,93,reviewed,ci,ci
2012-06-30T03:20:41.820Z,33.4976667,-116.4976667,13.414,2.77,ml,102,25,0.06538,0.18,ci,ci11129098,2022-07-24T01:45:45.927Z,"18km ESE of Anza, CA",earthquake,0.16,0.21,0.156,136,reviewed,ci,ci
2012-06-22T15:11:48.070Z,33.5013333,-116.5138333,13.224,2.83,ml,95,27,0.05782,0.23,ci,ci11125626,2022-07-24T01:21:13.613Z,"16km ESE of Anza, CA",earthquake,0.18,0.26,0.15,144,reviewed,ci,ci
2012-06-16T11:57:44.990Z,33.3188333,-116.402,6.028,2.87,ml,88,30,0.03023,0.17,ci,ci15165153,2016-03-11T10:28:23.828Z,"7km NNW of Borrego Springs, CA",earthquake,0.17,0.45,0.152,142,reviewed,ci,ci
2012-05-21T06:19:58.600Z,33.476,-116.4868333,13.924,3.38,ml,92,20,0.0696,0.17,ci,ci15152625,2022-08-06T10:11:52.157Z,"19km ESE of Anza, CA",earthquake,0.17,0.34,0.148,198,reviewed,ci,ci
2012-05-18T10:37:12.020Z,33.3195,-116.4021667,6.338,3.61,ml,112,21,0.0302,0.21,ci,ci15150785,2022-08-06T10:09:21.999Z,"8km NNW of Borrego Springs, CA",earthquake,0.15,0.39,0.147,199,reviewed,ci,ci
2012-05-17T09:37:16.300Z,33.6991667,-116.8285,16.397,2.71,ml,108,18,0.07084,0.17,ci,ci15150105,2022-07-23T23:32:45.535Z,"8km SE of Valle Vista, CA",earthquake,0.15,0.32,0.147,143,reviewed,ci,ci
2012-04-29T22:53:56.530Z,33.459,-116.4578333,7.448,2.78,ml,89,20,0.06962,0.16,ci,ci15142017,2016-03-11T15:51:28.575Z,"23km ESE of Anza, CA",earthquake,0.15,0.35,0.166,145,reviewed,ci,ci
2012-04-24T19:45:59.820Z,33.7141667,-116.8435,16.574,2.54,ml,95,19,0.07239,0.17,ci,ci15139913,2022-08-06T09:58:14.626Z,"6km SE of Valle Vista, CA",earthquake,0.18,0.34,0.165,106,reviewed,ci,ci
2012-04-24T19:44:09.820Z,33.7115,-116.8401667,16.754,3.31,ml,103,19,0.07406,0.18,ci,ci15139881,2022-08-06T09:58:04.079Z,"6km SE of Valle Vista, CA",earthquake,0.18,0.31,0.147,199,reviewed,ci,ci
2012-04-22T16:18:33.880Z,33.3218333,-116.4023333,6.158,3.49,ml,104,21,0.02987,0.18,ci,ci15138681,2022-08-06T09:54:08.928Z,"8km NNW of Borrego Springs, CA",earthquake,0.14,0.33,0.149,190,reviewed,ci,ci
2012-04-17T20:15:16.890Z,33.3518333,-116.3825,13.768,2.79,ml,93,20,0.02815,0.19,ci,ci15136793,2022-07-23T21:47:25.646Z,"11km N of Borrego Springs, CA",earthquake,0.17,0.29,0.177,125,reviewed,ci,ci
2012-04-12T18:53:01.260Z,33.4641667,-116.4663333,6.188,3.52,ml,93,22,0.06814,0.21,ci,ci11092194,2022-08-06T09:49:26.193Z,"22km ESE of Anza, CA",earthquake,0.19,0.76,0.163,200,reviewed,ci,ci
2012-04-11T10:42:48.020Z,33.4911667,-116.4251667,9.057,2.57,ml,69,28,0.03215,0.16,ci,ci11091690,2016-03-11T05:01:53.734Z,"22km SSW of La Quinta, CA",earthquake,0.19,0.43,0.165,94,reviewed,ci,ci
2012-04-01T09:47:32.900Z,33.377,-116.848,6.76,2.52,ml,77,51,0.02635,0.24,ci,ci11087242,2016-03-12T01:21:59.307Z,"3km NNE of Palomar Observatory, CA",earthquake,0.2,0.58,0.129,110,reviewed,ci,ci
2012-04-01T08:26:12.670Z,33.3785,-116.8525,6.71,3,ml,91,50,0.02624,0.24,ci,ci11087194,2022-08-06T09:41:52.954Z,"3km NNE of Palomar Observatory, CA",earthquake,0.18,0.51,0.122,167,reviewed,ci,ci
2012-03-30T07:38:59.280Z,33.3046667,-116.8808333,13.339,2.79,ml,87,48,0.05113,0.19,ci,ci11086290,2022-07-23T20:17:54.323Z,"6km SSW of Palomar Observatory, CA",earthquake,0.19,0.34,0.143,145,reviewed,ci,ci
2012-03-30T06:09:27.350Z,33.304,-116.8788333,13.889,3.26,ml,85,46,0.0513,0.19,ci,ci11086258,2022-08-06T09:39:38.225Z,"6km SSW of Palomar Observatory, CA",earthquake,0.18,0.5,0.16,189,reviewed,ci,ci
2012-02-28T09:38:28.680Z,33.4896667,-116.777,4.386,2.55,ml,18,59,0.08249,0.12,ci,ci15115657,2016-03-11T12:07:32.265Z,"10km ENE of Aguanga, CA",earthquake,0.25,31.61,0.165,5,reviewed,ci,ci
2012-02-20T14:10:52.960Z,33.4536667,-116.5258333,10.088,2.93,ml,83,20,0.07582,0.23,ci,ci11069573,2022-07-23T17:01:48.847Z,"18km SE of Anza, CA",earthquake,0.21,0.44,0.139,154,reviewed,ci,ci
2012-02-14T13:05:29.300Z,33.2421667,-116.2516667,4.658,3.01,ml,86,22,0.1283,0.27,ci,ci11066957,2022-08-06T09:08:44.194Z,"12km E of Borrego Springs, CA",earthquake,0.21,31.61,0.158,145,reviewed,ci,ci
2012-02-07T02:34:19.860Z,33.3628333,-116.386,11.648,2.58,ml,78,19,0.03932,0.22,ci,ci11063837,2016-03-11T15:45:35.030Z,"12km N of Borrego Springs, CA",earthquake,0.21,0.48,0.185,120,reviewed,ci,ci
2011-12-23T10:33:27.750Z,33.3273333,-116.2851667,9.69,2.79,ml,84,28,0.06863,0.23,ci,ci11045893,2016-03-10T02:41:48.429Z,"12km NE of Borrego Springs, CA",earthquake,0.2,1.05,0.177,138,reviewed,ci,ci
2011-12-17T06:09:23.510Z,33.7901667,-116.7073333,17.356,2.5,ml,82,22,0.07597,0.19,ci,ci15087156,2016-03-10T10:11:28.009Z,"6km N of Idyllwild, CA",earthquake,0.16,0.42,0.165,105,reviewed,ci,ci
2011-11-22T14:39:43.520Z,33.4683333,-116.5803333,8.207,3.08,ml,79,29,0.1067,0.29,ci,ci11035389,2022-08-06T08:29:37.935Z,"13km SE of Anza, CA",earthquake,0.21,2.05,0.16,149,reviewed,ci,ci
2011-11-19T20:32:33.970Z,33.246,-116.2615,3.798,3.33,ml,24,112,0.1196,0.34,ci,ci37011839,2016-03-10T21:17:01.985Z,"11km E of Borrego Springs, CA",earthquake,0.56,1.01,0.109,10,reviewed,ci,ci
2011-11-19T20:32:21.200Z,33.2451667,-116.2651667,8.958,3.85,ml,107,22,0.118,0.26,ci,ci11034469,2022-08-06T08:27:37.702Z,"10km E of Borrego Springs, CA",earthquake,0.18,0.99,0.145,199,reviewed,ci,ci
2011-11-01T23:25:23.750Z,33.3803333,-116.3263333,12.13,2.97,ml,96,25,0.06344,0.25,ci,ci15071396,2016-03-10T01:10:50.512Z,"15km NNE of Borrego Springs, CA",earthquake,0.18,0.46,0.175,144,reviewed,ci,ci
2011-10-05T18:20:07.860Z,33.7878333,-116.9676667,14.17,2.93,ml,87,23,0.02013,0.22,ci,ci15059660,2022-07-23T06:56:14.754Z,"1km WNW of San Jacinto, CA",earthquake,0.21,0.32,0.175,150,reviewed,ci,ci
2011-10-05T07:36:19.320Z,33.4786667,-116.4543333,13.141,3.19,ml,102,23,0.05063,0.24,ci,ci15059420,2022-08-06T07:58:20.959Z,"22km ESE of Anza, CA",earthquake,0.19,0.28,0.128,181,reviewed,ci,ci
2011-08-24T17:09:33.970Z,33.723,-116.7693333,15.542,2.67,ml,15,209,0.04869,0.15,ci,ci10997653,2022-07-23T03:48:42.209Z,"5km WSW of Idyllwild, CA",earthquake,0.61,0.7,0.313,49,reviewed,ci,ci
2011-08-18T20:26:14.040Z,33.4616667,-116.471,4.488,2.76,ml,75,31,0.07228,0.24,ci,ci10995181,2022-07-23T03:25:21.632Z,"22km ESE of Anza, CA",earthquake,0.22,1.73,0.157,124,reviewed,ci,ci
2011-07-26T17:42:13.270Z,33.481,-116.4916667,13.304,3.09,ml,75,21,0.06947,0.29,ci,ci10982077,2016-03-10T17:35:47.027Z,"19km ESE of Anza, CA",earthquake,0.25,0.37,0.149,155,reviewed,ci,ci
2011-07-21T12:36:29.750Z,33.4763333,-116.5911667,7.649,2.72,ml,80,26,0.02051,0.26,ci,ci15021828,2016-03-11T00:15:54.749Z,"12km SE of Anza, CA",earthquake,0.2,0.43,0.158,141,reviewed,ci,ci
2011-07-15T12:03:11.960Z,33.7548333,-116.9336667,14.343,3.1,ml,85,20,0.06021,0.2,ci,ci15017980,2022-08-06T07:12:12.871Z,"4km ENE of Hemet, CA",earthquake,0.2,0.28,0.146,188,reviewed,ci,ci
2011-06-14T08:25:40.650Z,33.6903333,-116.74,16.736,3.6,ml,114,19,0.03333,0.22,ci,ci15001500,2022-08-06T06:55:38.211Z,"6km SSW of Idyllwild, CA",earthquake,0.18,0.38,0.128,202,reviewed,ci,ci
2011-06-03T05:45:23.990Z,33.6355,-116.732,11.589,3.11,ml,93,23,0.04956,0.19,ci,ci14995172,2022-08-06T06:48:50.779Z,"10km NNW of Anza, CA",earthquake,0.15,0.25,0.186,189,reviewed,ci,ci
2011-05-09T13:06:18.790Z,33.2743333,-116.2765,4.703,2.63,ml,76,22,0.118,0.23,ci,ci14981908,2016-03-14T20:25:25.523Z,"9km ENE of Borrego Springs, CA",earthquake,0.23,19.86,0.177,69,reviewed,ci,ci
2011-05-09T08:27:47.860Z,33.4715,-116.5721667,9.779,2.62,ml,74,30,0.03414,0.25,ci,ci14981788,2016-03-14T20:25:21.366Z,"13km SE of Anza, CA",earthquake,0.24,0.59,0.18,127,reviewed,ci,ci
2011-04-28T18:20:09.660Z,33.5008333,-116.8913333,12.127,2.55,ml,15,142,0.1339,0.1,ci,ci10934325,2016-03-10T03:57:32.135Z,"7km NNW of Aguanga, CA",earthquake,0.35,0.95,0.343,54,reviewed,ci,ci
2011-04-18T21:23:34.420Z,33.4628333,-116.445,2.418,2.66,ml,73,21,0.06252,0.25,ci,ci10928621,2016-03-10T14:18:33.640Z,"24km ESE of Anza, CA",earthquake,0.24,0.41,0.149,106,reviewed,ci,ci
2011-04-15T11:48:56.400Z,33.4623333,-116.4506667,4.258,3,ml,88,23,0.06438,0.31,ci,ci10926101,2022-08-06T06:20:13.294Z,"23km ESE of Anza, CA",earthquake,0.24,1.72,0.146,155,reviewed,ci,ci
2011-04-15T11:47:26.050Z,33.4618333,-116.4451667,3.468,3.19,ml,89,21,0.06352,0.27,ci,ci10926085,2016-03-10T19:06:27.070Z,"24km ESE of Anza, CA",earthquake,0.21,0.41,0.157,185,reviewed,ci,ci
2011-04-15T11:39:53.200Z,33.461,-116.442,4.728,2.61,ml,81,25,0.06371,0.27,ci,ci10926069,2016-03-14T20:21:11.663Z,"24km NNW of Borrego Springs, CA",earthquake,0.24,1.39,0.171,130,reviewed,ci,ci
2011-03-29T10:43:24.700Z,33.2248333,-116.7566667,10.018,3.7,ml,91,33,0.03605,0.21,ci,ci14959236,2022-08-06T06:12:58.023Z,"2km SSE of Lake Henshaw, CA",earthquake,0.21,0.56,0.147,204,reviewed,ci,ci
2011-03-23T13:49:27.950Z,33.6505,-116.7683333,13.748,2.79,ml,73,22,0.06938,0.24,ci,ci10913493,2022-07-22T19:40:38.492Z,"11km SSW of Idyllwild, CA",earthquake,0.22,0.31,0.162,160,reviewed,ci,ci
2011-03-05T15:13:23.880Z,33.6968333,-116.7228333,16.988,2.57,ml,85,20,0.01602,0.22,ci,ci10903677,2022-07-22T18:22:13.828Z,"5km S of Idyllwild, CA",earthquake,0.2,0.42,0.154,137,reviewed,ci,ci
2011-02-20T02:30:31.660Z,33.6946667,-116.7345,16.668,2.74,ml,82,18,0.02363,0.25,ci,ci14937812,2022-07-22T17:46:19.644Z,"5km SSW of Idyllwild, CA",earthquake,0.23,0.44,0.153,145,reviewed,ci,ci
2011-02-15T20:55:47.280Z,33.6443333,-116.7571667,13.256,2.91,ml,84,22,0.05084,0.21,ci,ci10893381,2022-07-22T17:36:50.647Z,"11km SSW of Idyllwild, CA",earthquake,0.2,0.31,0.157,144,reviewed,ci,ci
2011-02-12T17:30:43.710Z,33.7043333,-116.8318333,15.941,3.62,ml,101,18,0.07533,0.2,ci,ci10891517,2022-08-06T05:44:09.158Z,"8km SE of Valle Vista, CA",earthquake,0.18,0.38,0.126,203,reviewed,ci,ci
2011-02-11T13:24:19.340Z,33.4883333,-116.4506667,3.207,2.56,ml,79,23,0.04072,0.26,ci,ci10891021,2016-03-10T14:13:54.207Z,"22km ESE of Anza, CA",earthquake,0.19,0.3,0.154,121,reviewed,ci,ci
2011-02-05T01:25:28.930Z,33.726,-116.8576667,15.754,2.96,ml,92,16,0.06763,0.22,ci,ci14929836,2022-07-22T17:03:32.353Z,"4km SE of Valle Vista, CA",earthquake,0.21,0.44,0.155,155,reviewed,ci,ci
2011-02-02T17:15:26.780Z,33.639,-116.7201667,12.24,2.86,ml,37,45,0.05819,0.16,ci,ci14927556,2016-03-10T22:32:55.793Z,"10km NNW of Anza, CA",earthquake,0.35,0.53,0.166,112,reviewed,ci,ci
2011-01-10T11:26:04.790Z,33.2265,-116.7725,9.868,3.11,ml,88,33,0.03885,0.29,ci,ci10871621,2022-08-06T05:26:49.870Z,"2km SSW of Lake Henshaw, CA",earthquake,0.26,0.76,0.143,164,reviewed,ci,ci
2010-12-23T03:39:35.950Z,33.3716667,-116.4246667,5.906,3.17,ml,86,21,0.1034,0.21,ci,ci10861101,2022-06-17T14:24:40.465Z,"14km NNW of Borrego Springs, CA",earthquake,0.18,1.29,0.125,160,reviewed,ci,ci
2010-11-19T00:56:54.970Z,33.3883333,-116.418,11.466,3.75,ml,94,19,0.1198,0.24,ci,ci14883716,2022-08-06T04:56:34.261Z,"15km NNW of Borrego Springs, CA",earthquake,0.18,0.49,0.147,193,reviewed,ci,ci
2010-09-29T11:11:59.010Z,33.3491667,-116.306,12.4,2.85,ml,65,31,0.1232,0.27,ci,ci14849604,2022-07-22T11:14:11.153Z,"12km NNE of Borrego Springs, CA",earthquake,0.26,0.67,0.157,212,reviewed,ci,ci
2010-09-18T14:34:29.650Z,33.4686667,-116.4676667,5.228,2.55,ml,31,54,0.06488,0.3,ci,ci14843348,2016-03-10T00:40:38.283Z,"21km ESE of Anza, CA",earthquake,0.37,1.8,0.182,129,reviewed,ci,ci
2010-09-04T05:31:36.070Z,33.3273333,-116.2016667,12.853,2.68,ml,69,34,0.1868,0.26,ci,ci10792149,2016-03-10T18:47:46.508Z,"18km ENE of Borrego Springs, CA",earthquake,0.25,0.58,0.183,216,reviewed,ci,ci
2010-08-13T08:06:18.970Z,33.498,-116.8525,11.057,2.55,ml,59,39,0.1174,0.24,ci,ci10777277,2016-03-10T17:07:10.147Z,"6km N of Aguanga, CA",earthquake,0.28,0.8,0.165,258,reviewed,ci,ci
