time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-04T02:16:24.880Z,33.4966667,-116.5198333,10.26,2.55,ml,103,27,0.06139,0.19,ci,ci39126455,2020-06-21T00:54:55.040Z,"16km ESE of Anza, CA",earthquake,0.11,0.26,0.161,100,reviewed,ci,ci
2020-04-04T02:05:00.170Z,33.4946667,-116.5153333,10.28,3.66,mw,145,23,0.06402,0.2,ci,ci39126263,2022-12-31T17:20:25.653Z,"16km ESE of Anza, CA",earthquake,0.1,0.26,,4,reviewed,ci,ci
2020-04-04T01:56:57.670Z,33.496,-116.5066667,10.78,2.57,ml,84,27,0.06462,0.22,ci,ci39126135,2020-04-07T16:25:40.110Z,"17km ESE of Anza, CA",earthquake,0.16,0.5,0.136,34,reviewed,ci,ci
2020-04-04T01:56:54.170Z,33.4978333,-116.5101667,10.54,2.5,ml,89,37,0.062,0.18,ci,ci39126127,2020-06-21T00:54:55.040Z,"16km ESE of Anza, CA",earthquake,0.12,0.25,0.129,25,reviewed,ci,ci
2020-04-04T01:55:35.800Z,33.4801667,-116.4903333,9.21,3.07,ml,115,27,0.08428,0.22,ci,ci39126103,2020-06-21T00:54:55.040Z,"19km ESE of Anza, CA",earthquake,0.13,0.34,0.124,12,reviewed,ci,ci
2020-04-04T01:54:22.570Z,33.4931667,-116.505,10.31,3.76,mlr,128,28,0.06774,0.23,ci,ci39126087,2020-06-21T00:54:55.040Z,"17km ESE of Anza, CA",earthquake,0.11,0.29,0.244,14,reviewed,ci,ci
2020-04-04T01:53:18.920Z,33.4895,-116.5063333,10.45,4.87,mw,175,23,0.07088,0.22,ci,ci39126079,2023-09-24T15:07:52.885Z,"17km ESE of Anza, CA",earthquake,0.1,0.27,,6,reviewed,ci,ci
2020-02-27T19:00:38.080Z,33.4413333,-116.576,9.74,2.52,ml,104,19,0.05755,0.19,ci,ci39085663,2020-05-19T22:14:02.040Z,"16km SE of Anza, CA",earthquake,0.12,0.23,0.176,107,reviewed,ci,ci
2020-02-10T19:31:54.290Z,33.3156667,-116.4195,4.83,2.56,ml,89,16,0.04521,0.2,ci,ci39297768,2021-10-12T20:06:54.350Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.46,0.161,100,reviewed,ci,ci
2020-02-07T22:42:34.350Z,33.5748333,-116.8168333,4.72,2.82,ml,122,13,0.04787,0.22,ci,ci39295664,2021-10-12T20:06:31.940Z,"14km W of Anza, CA",earthquake,0.11,0.39,0.144,148,reviewed,ci,ci
2020-02-02T00:59:50.610Z,33.5768333,-116.8171667,5.16,3.64,mw,157,12,0.04738,0.21,ci,ci39289384,2020-12-05T06:46:55.477Z,"14km W of Anza, CA",earthquake,0.09,0.39,,6,reviewed,ci,ci
2019-12-30T18:41:34.880Z,33.5776667,-116.8168333,4.68,2.53,ml,111,15,0.04683,0.21,ci,ci39017831,2022-08-08T17:47:19.848Z,"14km W of Anza, CA",earthquake,0.11,0.37,0.066,23,reviewed,ci,ci
2019-12-30T16:03:27.850Z,33.223,-116.7495,9.22,2.59,ml,100,17,0.01509,0.2,ci,ci39017695,2020-01-02T22:17:46.460Z,"2km SSE of Lake Henshaw, CA",earthquake,0.12,0.35,0.18,23,reviewed,ci,ci
2019-12-25T01:24:15.890Z,33.7098333,-116.7803333,15.79,2.89,ml,124,12,0.05517,0.2,ci,ci39012591,2019-12-26T22:18:35.810Z,"7km WSW of Idyllwild, CA",earthquake,0.11,0.26,0.14,250,reviewed,ci,ci
2019-12-15T14:57:57.000Z,33.3801667,-116.3161667,11.24,2.85,ml,105,13,0.01858,0.18,ci,ci39231416,2019-12-19T16:03:16.616Z,"15km NNE of Borrego Springs, CA",earthquake,0.11,0.23,0.151,125,reviewed,ci,ci
2019-12-13T02:28:29.880Z,33.3321667,-116.2443333,11.87,2.64,ml,86,17,0.06239,0.18,ci,ci39228944,2019-12-13T17:46:38.150Z,"15km NE of Borrego Springs, CA",earthquake,0.17,0.55,0.164,111,reviewed,ci,ci
2019-11-20T06:42:23.430Z,33.4996667,-116.4581667,5.73,3.41,ml,138,16,0.036,0.19,ci,ci38253786,2020-02-20T09:36:50.785Z,"21km ESE of Anza, CA",earthquake,0.09,0.3,0.14,207,reviewed,ci,ci
2019-11-01T01:45:04.230Z,33.4758333,-116.4646667,10.73,2.89,ml,140,25,0.05754,0.21,ci,ci38925607,2021-10-11T21:53:45.040Z,"21km ESE of Anza, CA",earthquake,0.11,0.34,0.147,235,reviewed,ci,ci
2019-10-29T16:21:32.590Z,33.2281667,-116.7433333,10.21,3.6,mw,120,14,0.0151,0.2,ci,ci38922103,2020-12-06T15:31:21.542Z,"2km SE of Lake Henshaw, CA",earthquake,0.12,0.26,,4,reviewed,ci,ci
2019-10-14T03:55:30.350Z,33.3196667,-116.421,7.21,2.99,ml,125,19,0.04564,0.2,ci,ci39130776,2020-05-10T22:29:09.475Z,"8km NNW of Borrego Springs, CA",earthquake,0.11,0.34,0.166,124,reviewed,ci,ci
2019-10-11T19:51:12.880Z,33.3221667,-116.4195,6.53,2.64,ml,103,20,0.04407,0.21,ci,ci39125760,2019-10-15T19:01:39.670Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.39,0.213,104,reviewed,ci,ci
2019-10-01T15:08:41.960Z,33.4911667,-116.8026667,2.29,2.75,ml,110,17,0.09199,0.22,ci,ci39103856,2021-10-08T19:35:55.150Z,"8km NE of Aguanga, CA",earthquake,0.12,0.33,0.164,158,reviewed,ci,ci
2019-09-20T09:47:43.250Z,33.3193333,-116.4203333,8.36,3.13,ml,131,18,0.04514,0.2,ci,ci38847735,2019-12-10T17:26:59.040Z,"8km NNW of Borrego Springs, CA",earthquake,0.1,0.36,0.163,164,reviewed,ci,ci
2019-08-31T00:57:42.260Z,33.6993333,-116.7376667,18.54,2.5,ml,114,23,0.02287,0.19,ci,ci39027592,2019-09-05T19:00:13.960Z,"5km SSW of Idyllwild, CA",earthquake,0.11,0.17,0.155,136,reviewed,ci,ci
2019-08-19T01:24:12.600Z,33.5858333,-116.8171667,5.3,2.72,ml,142,15,0.04498,0.21,ci,ci38983160,2021-10-07T18:34:47.530Z,"14km WNW of Anza, CA",earthquake,0.1,0.37,0.182,115,reviewed,ci,ci
2019-07-24T04:24:17.490Z,33.2938333,-116.2548333,9.15,2.57,ml,107,18,0.0996,0.2,ci,ci38633999,2021-09-15T19:09:06.960Z,"12km ENE of Borrego Springs, CA",earthquake,0.11,0.4,0.151,29,reviewed,ci,ci
2019-07-20T18:14:55.960Z,33.3113333,-116.2551667,11.65,3.14,ml,117,20,0.09501,0.19,ci,ci38612127,2019-10-04T16:37:27.040Z,"13km ENE of Borrego Springs, CA",earthquake,0.1,0.27,0.138,237,reviewed,ci,ci
2019-07-19T18:40:14.930Z,33.4535,-116.5753333,10.99,3.6,ml,148,19,0.04683,0.19,ci,ci38605615,2021-10-05T20:45:41.650Z,"14km SE of Anza, CA",earthquake,0.09,0.24,0.143,152,reviewed,ci,ci
2019-07-19T00:57:28.830Z,33.3098333,-116.2568333,11.54,3.15,ml,133,20,0.09389,0.2,ci,ci38600223,2019-10-04T16:37:18.040Z,"12km ENE of Borrego Springs, CA",earthquake,0.1,0.27,0.159,190,reviewed,ci,ci
2019-06-26T01:35:46.420Z,33.4965,-116.699,14,2.72,ml,127,13,0.0272,0.19,ci,ci38430487,2019-07-02T21:46:01.571Z,"7km SSW of Anza, CA",earthquake,0.1,0.2,0.235,26,reviewed,ci,ci
2019-06-20T13:49:32.780Z,33.5275,-116.7325,2.99,2.63,ml,121,11,0.03801,0.21,ci,ci38423479,2019-07-02T21:51:12.851Z,"6km WSW of Anza, CA",earthquake,0.1,0.33,0.154,136,reviewed,ci,ci
2019-06-10T12:12:55.210Z,33.5223333,-116.731,3.28,2.97,ml,67,32,0.04327,0.17,ci,ci38633528,2019-08-27T17:48:07.040Z,"6km SW of Anza, CA",earthquake,0.12,0.38,0.135,171,reviewed,ci,ci
2019-05-02T22:00:31.540Z,33.3153333,-116.416,7.74,2.55,ml,100,23,0.04246,0.19,ci,ci38342847,2019-05-03T06:03:14.332Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.46,0.197,24,reviewed,ci,ci
2019-04-29T00:13:14.280Z,33.315,-116.4198333,8.21,3.31,ml,134,19,0.04673,0.21,ci,ci38337167,2019-07-13T18:42:50.040Z,"8km NNW of Borrego Springs, CA",earthquake,0.1,0.4,0.158,280,reviewed,ci,ci
2019-04-25T15:09:31.730Z,33.5003333,-116.457,5.73,2.75,ml,115,16,0.03483,0.19,ci,ci38332375,2019-04-28T23:55:20.999Z,"21km ESE of Anza, CA",earthquake,0.1,0.31,0.133,142,reviewed,ci,ci
2019-04-23T16:50:53.650Z,33.3606667,-116.3948333,11.77,2.75,ml,110,22,0.04102,0.19,ci,ci38328295,2019-04-24T18:09:59.672Z,"12km N of Borrego Springs, CA",earthquake,0.12,0.37,0.283,26,reviewed,ci,ci
2019-04-15T15:21:02.630Z,33.4701667,-116.4366667,11.21,2.89,ml,112,24,0.05388,0.18,ci,ci38547136,2019-06-20T19:03:44.040Z,"24km ESE of Anza, CA",earthquake,0.1,0.31,0.151,142,reviewed,ci,ci
2019-04-08T21:49:14.100Z,33.234,-116.7768333,11.94,2.64,ml,93,17,0.01528,0.21,ci,ci37610370,2019-04-10T23:56:25.403Z,"2km SW of Lake Henshaw, CA",earthquake,0.13,0.4,0.137,26,reviewed,ci,ci
2019-03-27T14:30:00.010Z,33.4858333,-116.8023333,2.75,2.51,ml,116,11,0.02652,0.22,ci,ci37592170,2019-03-27T18:56:43.640Z,"8km NE of Aguanga, CA",earthquake,0.11,0.44,0.144,119,reviewed,ci,ci
2019-03-26T13:32:11.210Z,33.4853333,-116.444,9.48,2.64,ml,128,26,0.04093,0.18,ci,ci38286807,2019-03-27T09:07:38.236Z,"23km ESE of Anza, CA",earthquake,0.09,0.23,0.15,147,reviewed,ci,ci
2019-03-24T05:41:27.250Z,33.2323333,-116.7785,11.39,2.98,ml,156,11,0.01694,0.22,ci,ci38283807,2019-06-06T18:54:22.040Z,"2km SW of Lake Henshaw, CA",earthquake,0.11,0.42,0.154,178,reviewed,ci,ci
2019-03-18T08:55:42.130Z,33.5206667,-116.5723333,2.04,3.11,ml,162,21,0.03567,0.22,ci,ci38273775,2019-06-01T21:24:24.040Z,"10km ESE of Anza, CA",earthquake,0.09,0.16,0.146,221,reviewed,ci,ci
2019-03-16T16:06:56.030Z,33.2458333,-116.323,15.18,2.78,ml,113,30,0.08875,0.22,ci,ci38271551,2019-03-18T18:16:33.820Z,"5km ESE of Borrego Springs, CA",earthquake,0.13,0.32,0.16,130,reviewed,ci,ci
2019-02-26T13:58:15.710Z,33.2258333,-116.7473333,10.23,3.26,ml,126,12,0.01393,0.2,ci,ci38474552,2019-07-30T11:32:34.732Z,"2km SE of Lake Henshaw, CA",earthquake,0.11,0.28,0.144,282,reviewed,ci,ci
2019-02-13T07:38:43.600Z,33.4888333,-116.8013333,6.18,3,ml,151,19,0.02349,0.23,ci,ci37530082,2019-05-01T22:00:38.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.35,0.169,186,reviewed,ci,ci
2019-02-10T17:12:23.980Z,33.705,-116.8305,16.78,3.39,ml,153,13,0.07618,0.2,ci,ci37527826,2019-04-25T15:32:05.040Z,"8km SE of Valle Vista, CA",earthquake,0.1,0.24,0.153,318,reviewed,ci,ci
2019-02-03T15:18:39.950Z,33.3841667,-116.3053333,13.73,2.53,ml,105,25,0.07718,0.18,ci,ci38217151,2019-02-04T19:06:17.883Z,"16km NNE of Borrego Springs, CA",earthquake,0.11,0.33,0.128,112,reviewed,ci,ci
2019-01-17T14:20:50.230Z,33.2273333,-116.746,10.47,2.53,ml,77,21,0.01374,0.18,ci,ci38195511,2019-01-17T19:57:53.630Z,"2km SE of Lake Henshaw, CA",earthquake,0.14,0.29,0.197,25,reviewed,ci,ci
2019-01-14T12:11:05.700Z,33.4996667,-116.8071667,4.01,2.67,ml,114,18,0.01389,0.22,ci,ci38424448,2019-01-16T16:51:50.520Z,"8km NE of Aguanga, CA",earthquake,0.11,0.32,0.142,146,reviewed,ci,ci
2019-01-11T02:26:41.730Z,33.5226667,-116.3306667,13.05,2.64,ml,100,28,0.07939,0.15,ci,ci38421752,2019-01-12T02:06:15.730Z,"16km S of La Quinta, CA",earthquake,0.09,0.24,0.133,135,reviewed,ci,ci
2019-01-10T20:39:11.650Z,33.3216667,-116.4191667,7.19,2.55,ml,75,27,0.04385,0.19,ci,ci38421480,2019-01-10T21:20:51.370Z,"8km NNW of Borrego Springs, CA",earthquake,0.18,0.46,0.191,25,reviewed,ci,ci
2019-01-03T03:32:13.770Z,33.4996667,-116.8078333,2.57,3.1,ml,126,18,0.01413,0.23,ci,ci38414776,2023-04-01T03:09:54.754Z,"8km NE of Aguanga, CA",earthquake,0.1,0.28,0.147,259,reviewed,ci,ci
2018-12-23T15:44:23.590Z,33.391,-116.9246667,13.21,2.54,ml,107,24,0.0639,0.23,ci,ci38404648,2019-01-08T02:23:00.780Z,"7km NW of Palomar Observatory, CA",earthquake,0.14,0.43,0.158,202,reviewed,ci,ci
2018-12-20T22:02:03.440Z,33.4801667,-116.798,4.26,2.77,ml,116,13,0.03218,0.22,ci,ci38401296,2018-12-23T05:02:08.445Z,"8km NE of Aguanga, CA",earthquake,0.12,0.35,0.126,26,reviewed,ci,ci
2018-12-20T20:18:22.940Z,33.4813333,-116.799,4.07,3.52,ml,129,13,0.03098,0.23,ci,ci38401064,2019-02-23T20:21:46.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.35,0.2,296,reviewed,ci,ci
2018-12-20T13:56:05.180Z,33.4951667,-116.8048333,2.84,2.52,ml,112,19,0.01756,0.21,ci,ci38400736,2018-12-20T20:36:06.689Z,"8km NE of Aguanga, CA",earthquake,0.11,0.35,0.15,136,reviewed,ci,ci
2018-12-20T11:21:44.830Z,33.4215,-116.6965,11.86,2.64,ml,116,18,0.05773,0.19,ci,ci38400632,2018-12-21T02:31:18.582Z,"15km S of Anza, CA",earthquake,0.11,0.29,0.139,148,reviewed,ci,ci
2018-12-06T14:24:41.170Z,33.4885,-116.8036667,2.18,2.6,ml,124,22,0.02397,0.21,ci,ci38387600,2018-12-20T20:36:26.131Z,"8km NE of Aguanga, CA",earthquake,0.11,0.27,0.142,26,reviewed,ci,ci
2018-12-06T06:00:51.010Z,33.487,-116.8036667,1.91,2.95,ml,137,11,0.02545,0.22,ci,ci38387288,2019-02-16T19:52:26.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.25,0.165,206,reviewed,ci,ci
2018-12-04T22:06:55.200Z,33.4848333,-116.8036667,1.26,3.23,ml,126,18,0.0276,0.23,ci,ci38385480,2019-02-16T19:52:20.040Z,"7km NE of Aguanga, CA",earthquake,0.11,0.23,0.153,278,reviewed,ci,ci
2018-12-04T21:49:23.170Z,33.4845,-116.8023333,2.16,2.71,ml,109,11,0.02785,0.21,ci,ci38385432,2018-12-04T22:57:59.560Z,"7km NE of Aguanga, CA",earthquake,0.12,0.28,0.155,27,reviewed,ci,ci
2018-12-03T22:44:56.920Z,33.4906667,-116.8038333,2.42,3.1,ml,141,11,0.02184,0.22,ci,ci38152023,2019-02-16T19:52:17.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.26,0.153,221,reviewed,ci,ci
2018-11-09T14:58:09.270Z,33.4853333,-116.8048333,1.43,3.78,mw,138,12,0.02722,0.22,ci,ci38355456,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.23,,4,reviewed,ci,ci
2018-11-09T14:48:40.000Z,33.4835,-116.803,1.95,2.95,ml,132,21,0.02888,0.23,ci,ci38355368,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.11,0.26,0.15,153,reviewed,ci,ci
2018-11-09T14:45:50.680Z,33.4835,-116.8021667,2.05,3.7,mw,135,12,0.02883,0.26,ci,ci38355352,2019-04-05T20:44:20.070Z,"7km NE of Aguanga, CA",earthquake,0.11,0.25,,4,reviewed,ci,ci
2018-11-09T14:45:28.630Z,33.4813333,-116.8018333,1.88,2.94,ml,136,21,0.03098,0.22,ci,ci38355344,2018-11-09T16:27:03.980Z,"7km NE of Aguanga, CA",earthquake,0.1,0.24,0.129,95,reviewed,ci,ci
2018-11-07T06:24:40.440Z,33.4936667,-116.5148333,14.03,2.87,ml,117,26,0.06508,0.18,ci,ci38352440,2018-11-08T00:30:14.233Z,"16km ESE of Anza, CA",earthquake,0.11,0.19,0.222,25,reviewed,ci,ci
2018-10-20T09:14:48.080Z,33.4878333,-116.783,2.82,2.55,ml,119,14,0.02844,0.21,ci,ci37398762,2018-10-23T16:04:27.207Z,"9km ENE of Aguanga, CA",earthquake,0.1,0.36,0.129,147,reviewed,ci,ci
2018-10-18T05:50:48.390Z,33.3113333,-116.345,14.03,2.58,ml,112,26,0.02407,0.2,ci,ci37396850,2018-10-23T16:30:00.260Z,"7km NNE of Borrego Springs, CA",earthquake,0.12,0.32,0.178,124,reviewed,ci,ci
2018-10-17T22:09:19.450Z,33.7963333,-116.9673333,14.14,3.13,ml,160,16,0.01166,0.21,ci,ci37396426,2018-12-21T22:27:03.040Z,"2km NNW of San Jacinto, CA",earthquake,0.1,0.22,0.145,277,reviewed,ci,ci
2018-10-13T23:57:42.630Z,33.4898333,-116.8038333,2.84,3.3,ml,154,13,0.02266,0.22,ci,ci37389194,2018-12-21T21:15:52.040Z,"8km NE of Aguanga, CA",earthquake,0.09,0.33,0.145,320,reviewed,ci,ci
2018-10-09T11:15:01.620Z,33.472,-116.7936667,4.61,2.88,ml,126,13,0.04065,0.22,ci,ci38318088,2018-10-23T16:06:28.425Z,"7km ENE of Aguanga, CA",earthquake,0.11,0.38,0.166,180,reviewed,ci,ci
2018-09-30T08:46:40.850Z,33.4963333,-116.8058333,3.55,2.52,ml,119,26,0.01664,0.21,ci,ci37374666,2018-10-23T16:18:18.985Z,"8km NE of Aguanga, CA",earthquake,0.1,0.31,0.16,150,reviewed,ci,ci
2018-09-25T08:54:18.980Z,33.4951667,-116.802,2.72,2.73,ml,111,27,0.01122,0.22,ci,ci37367658,2022-08-08T08:34:38.862Z,"8km NE of Aguanga, CA",earthquake,0.12,0.26,0.155,221,reviewed,ci,ci
2018-09-16T11:37:30.730Z,33.2591667,-116.7586667,13.52,2.98,ml,136,13,0.02312,0.21,ci,ci38061959,2019-03-04T18:51:10.563Z,"2km NNE of Lake Henshaw, CA",earthquake,0.11,0.3,0.143,207,reviewed,ci,ci
2018-09-12T20:32:25.400Z,33.4896667,-116.8025,2.83,2.53,ml,100,15,0.02271,0.22,ci,ci38057983,2022-08-08T08:02:07.735Z,"8km NE of Aguanga, CA",earthquake,0.13,0.42,0.213,25,reviewed,ci,ci
2018-09-07T10:51:21.270Z,33.4806667,-116.7993333,2.08,2.6,ml,113,21,0.0254,0.22,ci,ci38050951,2018-10-23T16:03:08.866Z,"7km NE of Aguanga, CA",earthquake,0.11,0.23,0.134,141,reviewed,ci,ci
2018-09-07T10:45:38.640Z,33.4828333,-116.8026667,1.94,3.21,ml,133,21,0.02256,0.23,ci,ci38050879,2018-11-09T21:54:37.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.23,0.136,290,reviewed,ci,ci
2018-09-06T10:50:05.710Z,33.4845,-116.8006667,2.14,2.6,ml,82,35,0.02142,0.21,ci,ci38049511,2018-10-23T16:34:53.330Z,"8km NE of Aguanga, CA",earthquake,0.17,0.33,0.164,26,reviewed,ci,ci
2018-09-06T10:14:33.500Z,33.4826667,-116.8013333,1.83,2.88,ml,123,15,0.023,0.21,ci,ci38049335,2018-10-23T16:06:11.853Z,"7km NE of Aguanga, CA",earthquake,0.12,0.28,0.15,27,reviewed,ci,ci
2018-09-06T09:59:17.980Z,33.483,-116.8005,1.45,2.91,ml,135,16,0.02288,0.23,ci,ci38049239,2018-10-23T16:34:17.186Z,"8km NE of Aguanga, CA",earthquake,0.11,0.22,0.134,263,reviewed,ci,ci
2018-09-01T16:50:29.340Z,33.4878333,-116.8065,2.28,3.13,ml,158,12,0.01709,0.23,ci,ci38043999,2018-11-07T18:37:08.040Z,"7km NE of Aguanga, CA",earthquake,0.09,0.24,0.151,294,reviewed,ci,ci
2018-08-20T15:44:54.800Z,33.4875,-116.8061667,2.12,3.13,ml,129,16,0.01746,0.23,ci,ci38253816,2018-11-01T17:50:50.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.21,0.154,273,reviewed,ci,ci
2018-08-17T05:31:04.060Z,33.4856667,-116.802,3.02,2.68,ml,116,16,0.02667,0.21,ci,ci38250576,2018-08-17T15:56:58.397Z,"8km NE of Aguanga, CA",earthquake,0.1,0.35,0.156,155,reviewed,ci,ci
2018-08-17T02:50:21.070Z,33.4773333,-116.4898333,14.33,2.89,ml,129,14,0.07059,0.21,ci,ci38250424,2018-09-13T21:58:53.040Z,"19km ESE of Anza, CA",earthquake,0.11,0.2,0.145,205,reviewed,ci,ci
2018-08-15T13:34:09.500Z,33.4826667,-116.8045,2.79,2.89,ml,125,12,0.02983,0.22,ci,ci38247704,2018-08-15T21:30:19.051Z,"7km NE of Aguanga, CA",earthquake,0.1,0.29,0.149,167,reviewed,ci,ci
2018-08-15T01:53:37.870Z,33.4828333,-116.8023333,2.25,2.85,ml,126,12,0.02951,0.23,ci,ci38245832,2018-08-15T18:17:04.239Z,"7km NE of Aguanga, CA",earthquake,0.11,0.28,0.167,173,reviewed,ci,ci
2018-08-15T01:24:26.310Z,33.4771667,-116.8033333,1.89,4.41,mw,170,12,0.0352,0.24,ci,ci38245496,2019-02-10T17:17:36.288Z,"7km NE of Aguanga, CA",earthquake,0.1,0.3,,6,reviewed,ci,ci
2018-08-11T23:46:32.630Z,33.4816667,-116.802,2.27,2.81,ml,118,12,0.03065,0.23,ci,ci38242912,2018-08-15T02:08:55.165Z,"7km NE of Aguanga, CA",earthquake,0.11,0.3,0.116,26,reviewed,ci,ci
2018-08-01T10:35:13.530Z,33.4788333,-116.477,14.36,2.7,ml,68,73,0.06175,0.17,ci,ci38234848,2018-08-02T17:18:15.878Z,"20km ESE of Anza, CA",earthquake,0.16,0.24,0.166,25,reviewed,ci,ci
2018-07-29T18:40:46.410Z,33.513,-116.7568333,3.64,2.79,ml,125,13,0.03636,0.2,ci,ci38232760,2018-10-09T16:43:20.040Z,"9km WSW of Anza, CA",earthquake,0.1,0.28,0.167,178,reviewed,ci,ci
2018-07-21T12:07:56.830Z,33.478,-116.7985,2.71,2.91,ml,163,11,0.03431,0.24,ci,ci38226712,2018-10-04T14:15:23.040Z,"7km ENE of Aguanga, CA",earthquake,0.11,0.34,0.136,244,reviewed,ci,ci
2018-06-24T07:47:10.530Z,33.6408333,-116.7308333,13.5,2.95,ml,140,16,0.0546,0.19,ci,ci37268338,2018-09-19T15:15:57.040Z,"11km NNW of Anza, CA",earthquake,0.09,0.19,0.128,213,reviewed,ci,ci
2018-06-17T00:14:14.610Z,33.5003333,-116.8055,4.48,2.6,ml,133,26,0.08635,0.22,ci,ci38198968,2018-07-27T03:32:46.916Z,"8km NE of Aguanga, CA",earthquake,0.1,0.38,0.147,133,reviewed,ci,ci
2018-06-11T17:14:25.160Z,33.5063333,-116.8011667,4.18,2.52,ml,48,36,0.07947,0.2,ci,ci37188700,2018-07-27T04:13:42.790Z,"9km NE of Aguanga, CA",earthquake,0.2,0.55,0.147,17,reviewed,ci,ci
2018-05-26T18:51:16.230Z,33.5848333,-116.6453333,12.83,2.9,ml,134,15,0.02192,0.21,ci,ci37950015,2018-08-21T21:23:53.040Z,"4km NE of Anza, CA",earthquake,0.11,0.19,0.143,187,reviewed,ci,ci
2018-05-21T03:05:55.260Z,33.6,-116.6351667,15.29,2.62,ml,105,20,0.03274,0.18,ci,ci37945583,2018-07-27T03:57:25.586Z,"6km NE of Anza, CA",earthquake,0.12,0.2,0.164,25,reviewed,ci,ci
2018-05-19T23:32:50.290Z,33.4468333,-116.6056667,8.32,2.56,ml,123,20,0.03456,0.2,ci,ci37944615,2018-07-27T03:54:26.918Z,"14km SSE of Anza, CA",earthquake,0.11,0.26,0.154,140,reviewed,ci,ci
2018-05-19T19:26:51.100Z,33.4958333,-116.8083333,2.62,3.45,ml,161,27,0.09129,0.23,ci,ci37944431,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.09,0.47,0.158,340,reviewed,ci,ci
2018-05-19T19:24:14.430Z,33.495,-116.8085,2.02,2.97,ml,141,27,0.09202,0.23,ci,ci37944407,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.29,0.173,175,reviewed,ci,ci
2018-05-12T05:10:09.360Z,33.7043333,-116.7678333,16.44,2.6,ml,120,15,0.04763,0.18,ci,ci38171344,2018-07-27T03:01:07.032Z,"6km SW of Idyllwild, CA",earthquake,0.11,0.24,0.281,25,reviewed,ci,ci
2018-05-09T17:03:41.150Z,33.5196667,-116.5756667,10.62,2.84,ml,121,24,0.03301,0.18,ci,ci38169344,2018-07-27T02:40:16.563Z,"10km ESE of Anza, CA",earthquake,0.1,0.15,0.157,163,reviewed,ci,ci
2018-05-01T23:34:15.620Z,33.493,-116.803,3.19,2.68,ml,121,14,0.0907,0.21,ci,ci38161976,2018-07-27T04:16:04.257Z,"8km NE of Aguanga, CA",earthquake,0.11,0.43,0.183,27,reviewed,ci,ci
2018-04-30T10:06:33.580Z,33.3043333,-116.4213333,10.38,2.79,ml,96,32,0.03621,0.17,ci,ci38160896,2018-07-27T03:48:29.101Z,"7km NW of Borrego Springs, CA",earthquake,0.15,0.31,0.179,26,reviewed,ci,ci
2018-04-30T07:40:55.280Z,33.283,-116.2763333,5.59,2.68,ml,114,28,0.08766,0.18,ci,ci38160856,2018-07-27T03:18:18.109Z,"10km ENE of Borrego Springs, CA",earthquake,0.11,0.42,0.267,25,reviewed,ci,ci
2018-04-26T01:36:00.560Z,33.3796667,-116.2983333,13.95,3.94,mw,139,25,0.07813,0.21,ci,ci37924223,2022-06-16T17:40:35.783Z,"16km NNE of Borrego Springs, CA",earthquake,0.12,0.31,,6,reviewed,ci,ci
2018-04-25T23:30:06.960Z,33.4958333,-116.8033333,2.94,2.93,ml,150,11,0.08864,0.23,ci,ci37924015,2018-07-27T03:40:13.205Z,"8km NE of Aguanga, CA",earthquake,0.1,0.42,0.135,230,reviewed,ci,ci
2018-04-25T22:39:22.440Z,33.377,-116.2818333,13.75,2.51,ml,98,22,0.08725,0.18,ci,ci37923951,2018-07-27T03:30:42.411Z,"16km NNE of Borrego Springs, CA",earthquake,0.12,0.34,0.179,25,reviewed,ci,ci
2018-04-22T23:03:54.960Z,33.4931667,-116.8065,2.67,2.9,ml,148,15,0.09237,0.23,ci,ci37920751,2018-07-27T03:14:18.429Z,"8km NE of Aguanga, CA",earthquake,0.1,0.49,0.186,197,reviewed,ci,ci
2018-04-20T12:33:02.590Z,33.6966667,-116.7235,18.42,2.91,ml,136,18,0.01642,0.19,ci,ci37918679,2018-07-27T03:50:05.217Z,"5km S of Idyllwild, CA",earthquake,0.11,0.17,0.171,176,reviewed,ci,ci
2018-04-16T23:31:57.370Z,33.4811667,-116.7751667,6.69,2.68,ml,118,13,0.08977,0.23,ci,ci38149896,2018-07-27T03:06:08.106Z,"9km ENE of Aguanga, CA",earthquake,0.11,0.37,0.153,140,reviewed,ci,ci
2018-04-02T02:53:54.670Z,33.4925,-116.8045,2.91,3.37,mw,158,27,0.09185,0.24,ci,ci37904927,2022-07-07T20:33:32.910Z,"8km NE of Aguanga, CA",earthquake,0.1,0.46,,4,reviewed,ci,ci
